Observer;SessionID;Block;sfmWidth;showHalo;playSound;Event;Value;Time;RelativeLocation;Direction
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Block start;NA;1463060000;-1;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;1;0,00800014;-1;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;0,984056;-0,524473;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;3,66721;0,817104;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;-1;4,01723;1,00061;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;4,02623;1,00061;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;-1;4,03223;1,00061;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;1;4,48426;0,775602;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;1;8,03446;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;8,04346;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;1;8,05246;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;8,55049;-0,742486;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;10,9666;0,466084;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;-1;12,0337;1,00761;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;12,0417;1,00761;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;-1;12,0477;1,00761;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;1;12,4667;0,799103;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;1;15,8839;-0,908995;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;1;16,0509;-0,998999;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;16,0589;-0,998999;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;1;16,0649;-0,998999;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;16,4999;-0,782487;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;-1;20,0501;1,00062;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;20,0591;1,00062;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;-1;20,0661;1,00062;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;1;20,4842;0,792104;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;1;23,7174;-0,824489;-1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Trajectory limit;1;24,0674;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Reverse rotation;NA;24,0764;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Sound;1;24,0844;-0,992;1
IKB1995w;2016-05-12-14-14-34;1;175;False;True;Percept;-1;24,4334;-0,81699;1
