Observer;SessionID;Block;sfmWidth;showHalo;playSound;Event;Value;Time;RelativeLocation;Direction
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Block start;NA;1464950000;-1;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;0,006001;-1;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;0,650038;-0,689482;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;1,03306;-0,497471;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;4,01623;1,00211;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;4,02423;1,00211;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;-1;4,03023;1,00211;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;4,95028;0,543589;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;7,15041;-0,556474;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;7,63344;-0,797988;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;1;8,03346;-0,9935;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;8,03946;-0,9935;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;8,04646;-0,9935;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;12,0337;1,00661;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;12,0397;1,00661;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;-1;12,0467;1,00661;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;12,7997;0,631593;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;1;16,0499;-0,9985;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;16,0569;-0,9985;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;16,0629;-0,9985;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;16,4669;-0,798489;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;20,0501;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;20,0591;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;-1;20,0651;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;20,4162;0,826604;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;1;24,0674;-0,993499;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;24,0774;-0,993499;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;24,0864;-0,993499;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;24,4494;-0,809989;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;28,0666;1,00662;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;28,0756;1,00662;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;-1;28,0816;1,00662;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;28,5666;0,765102;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;1;32,0838;-0,998001;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;32,0918;-0,998001;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;32,0988;-0,998001;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;32,4499;-0,822991;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;36,0831;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;36,0901;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;-1;36,0961;1,00161;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;1;36,4161;0,843105;-1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;1;40,1003;-0,992999;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Reverse rotation;NA;40,1083;-0,992999;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Sound;1;40,1143;-0,992999;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Percept;-1;40,3663;-0,867992;1
HHA1996w;2016-06-03-11-22-12;1;300;False;True;Trajectory limit;-1;44,0995;1,00662;-1
