Observer;SessionID;Block;Occluder;Color;Event;Value;Time;RelativeLocation;Direction
SDA1995M;2016-11-29-19-15-50;1;5;b;Block start;NA;1480440000;-1;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;1,08406;-0,468969;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;-1;4,02023;1,00761;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;4,02623;1,00761;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;4,60326;0,724099;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;7,12241;-0,534973;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;1;8,04046;-0,9975;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;8,04646;-0,9975;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;8,6575;-0,697483;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;9,79156;-0,13045;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;-1;12,0437;1,00411;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;12,0497;1,00411;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;12,6267;0,720599;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;1;16,0629;-0,9945;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;16,0689;-0,9945;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;16,647;-0,710984;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;-1;20,0661;1,00711;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;20,0721;1,00711;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;20,6502;0,723098;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;1;24,0864;-0,996999;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;24,0924;-0,996999;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;24,6534;-0,721483;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;26,1385;0,0205592;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;-1;28,0896;1,00462;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;28,0976;1,00462;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;1;28,6566;0,729099;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;30,1077;0,00355768;-1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;1;32,1098;-0,9945;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Reverse rotation;NA;32,1178;-0,9945;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Percept;-1;32,7939;-0,660981;1
SDA1995M;2016-11-29-19-15-50;1;5;b;Trajectory limit;-1;36,1131;1,00711;-1
