Observer;SessionID;Block;Occluder;Color;Event;Value;Time;RelativeLocation;Direction
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;1;18,5991;0,265073;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;-1;20,0671;1,00762;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;20,0731;1,00762;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;-1;20,4332;0,832605;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;1;24,0864;-0,998;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;24,0924;-0,998;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;1;24,4364;-0,830991;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;-1;25,1544;-0,47247;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;-1;28,0896;1,00361;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;28,0956;1,00361;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;1;28,4566;0,828104;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;1;32,1098;-0,993499;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;32,1158;-0,993499;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;-1;32,4939;-0,809989;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;-1;36,0971;1,00011;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;36,1021;1,00011;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;1;36,4471;0,833605;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;1;40,1003;-0,9985;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;40,1053;-0,9985;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;-1;40,6673;-0,723485;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;1;42,9025;0,394079;1
EGN1994m;2016-12-08-09-37-43;4;10;b;Trajectory limit;-1;44,1035;1,00311;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Reverse rotation;;44,1085;1,00311;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Percept;-1;44,9206;0,603092;-1
EGN1994m;2016-12-08-09-37-43;4;10;b;Block end;;48,0067;-0,939996;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Block start;;1,48119e+09;-1;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;0,801046;-0,610478;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;4,02023;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;4,02623;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;4,40425;0,823604;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;1;8,04046;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;8,04646;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;8,7915;-0,629979;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;12,0437;1,00461;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;12,0507;1,00461;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;12,3777;0,846106;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;1;16,0639;-0,9945;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;16,0699;-0,9945;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;16,4809;-0,794488;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;20,0671;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;20,0741;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;20,4172;0,840105;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;1;24,0874;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;24,0924;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;24,8874;-0,604977;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;28,0906;1,00461;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;28,0966;1,00461;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;28,4576;0,829605;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;1;32,1108;-0,9945;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;32,1168;-0,9945;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;32,5279;-0,794488;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;36,1141;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;36,1201;1,00711;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;36,4471;0,848606;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;1;40,1343;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;40,1393;-0,997;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;-1;40,4843;-0,83049;1
EGN1994m;2016-12-08-09-37-43;5;50;y;Trajectory limit;-1;44,1375;1,00462;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Reverse rotation;;44,1425;1,00462;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Percept;1;44,4545;0,854607;-1
EGN1994m;2016-12-08-09-37-43;5;50;y;Block end;;48,0067;-0,921995;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Block start;;1,48119e+09;-1;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;0,568033;-0,727484;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;4,02023;1,00712;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;4,02623;1,00712;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;4,18724;0,932111;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;4,98829;0,531588;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;5,45531;0,298074;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;1;8,04046;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;8,04646;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;8,45748;-0,796988;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;12,0437;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;12,0497;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;12,3777;0,846105;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;1;16,0639;-0,994499;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;16,0709;-0,994499;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;16,4479;-0,810989;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;20,0671;1,00712;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;20,0731;1,00712;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;20,4172;0,840105;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;1;24,0874;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;24,0924;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;24,4204;-0,838491;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;28,0906;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;28,0966;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;28,4236;0,846106;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;1;32,1108;-0,9945;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;32,1168;-0,9945;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;32,4779;-0,81949;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;36,1141;1,00711;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;36,1191;1,00711;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;36,4471;0,848606;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;1;40,1343;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;40,1393;-0,997;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;-1;40,4673;-0,838491;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Percept;1;43,6705;0,762601;1
EGN1994m;2016-12-08-09-37-43;6;10;y;Trajectory limit;-1;44,1375;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Reverse rotation;;44,1425;1,00461;-1
EGN1994m;2016-12-08-09-37-43;6;10;y;Block end;;48,0067;-0,921995;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Block start;;1,48119e+09;-1;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;0,767044;-0,627478;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;2,76916;0,373079;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;4,02023;1,00712;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;4,02623;1,00712;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;4,33725;0,857106;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;6,70538;-0,327461;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;1;8,04046;-0,997;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;8,04546;-0,997;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;8,44048;-0,80549;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;10,8926;0,420581;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;12,0437;1,00461;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;12,0487;1,00461;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;12,4607;0,804603;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;14,5958;-0,262958;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;1;16,0639;-0,994499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;16,0689;-0,994499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;16,4799;-0,794488;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;18,4151;0,173067;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;20,0671;1,00711;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;20,0731;1,00711;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;20,4842;0,807103;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;22,6853;-0,29396;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;1;24,0864;-0,997499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;24,0934;-0,997499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;24,7204;-0,688481;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;26,6555;0,278574;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;28,0906;1,00462;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;28,0956;1,00462;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;28,4906;0,813104;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;30,6588;-0,271458;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;1;32,1098;-0,995;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;32,1158;-0,995;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;32,5269;-0,794489;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;34,729;0,306074;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;36,1131;1,00661;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;36,1191;1,00661;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;37,2641;0,439082;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;38,8322;-0,344963;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;1;40,1333;-0,996499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;40,1403;-0,996499;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;40,4673;-0,83799;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;42,5184;0,188069;1
EGN1994m;2016-12-08-09-37-43;7;0;y;Trajectory limit;-1;44,1365;1,00512;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Reverse rotation;;44,1425;1,00512;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;-1;44,4875;0,838106;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Percept;1;46,5717;-0,204454;-1
EGN1994m;2016-12-08-09-37-43;7;0;y;Block end;;48,0067;-0,921495;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Block start;;1,48119e+09;-1;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;0,534031;-0,743985;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;1;2,66915;0,323575;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Trajectory limit;-1;4,02023;1,00711;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Reverse rotation;;4,02623;1,00711;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;4,45426;0,798102;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;1;6,9564;-0,452469;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Trajectory limit;1;8,04046;-0,997;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Reverse rotation;;8,04646;-0,997;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;8,7245;-0,663481;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;1;12,0277;0,988114;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Trajectory limit;-1;12,0437;1,00461;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Reverse rotation;;12,0507;1,00461;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;14,8799;-0,404966;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Trajectory limit;1;16,0639;-0,9945;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Reverse rotation;;16,0709;-0,9945;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;16,4639;-0,802489;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;1;18,5331;0,23157;1
EGN1994m;2016-12-08-09-37-43;8;0;b;Trajectory limit;-1;20,0671;1,00711;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Reverse rotation;;20,0731;1,00711;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;-1;20,4342;0,832104;-1
EGN1994m;2016-12-08-09-37-43;8;0;b;Percept;1;22,4693;-0,185454;-1
