Time;Block;Trial;Event;Value
28065;6;8;trial start;8
29282;6;8;sound;1000
29742;6;8;blink;1051
31240;6;8;percept;Down
32074;6;9;trial start;9
32648;6;9;percept;Up
32783;6;9;sound;1500
33480;6;9;blink;1500
35624;6;9;percept;Up
36074;6;10;trial start;10
36615;6;10;percept;Down
40083;6;11;trial start;11
40582;6;11;percept;Up
40792;6;11;sound;1500
41368;6;11;blink;1652
43716;6;11;percept;Up
44083;6;12;trial start;12
44641;6;12;percept;Down
45300;6;12;sound;1000
45974;6;12;blink;1376
48092;6;13;trial start;13
48691;6;13;percept;Up
49025;6;13;percept;Down
50466;6;13;percept;Up
52092;6;14;trial start;14
52942;6;14;percept;Down
53309;6;14;sound;1000
54082;6;14;blink;975
55884;6;14;percept;Down
56101;6;15;trial start;15
56800;6;15;percept;Up
56809;6;15;sound;1500
57637;6;15;blink;1375
59667;6;15;percept;Down
60101;6;16;trial start;16
64110;6;17;trial start;17
64768;6;17;percept;Up
64818;6;17;sound;1500
65927;6;17;blink;1176
68060;6;17;percept;Down
68110;6;18;trial start;18
68827;6;18;sound;1500
69630;6;18;blink;1226
71476;6;18;percept;Down
72119;6;19;trial start;19
72569;6;19;percept;Up
76119;6;20;trial start;20
77102;6;20;percept;Down
77336;6;20;sound;1000
78154;6;20;blink;801
80128;6;21;trial start;21
80361;6;21;percept;Down
80836;6;21;percept;Up
80844;6;21;sound;1500
81682;6;21;blink;1276
83844;6;21;percept;Up
84128;6;22;trial start;22
84694;6;22;percept;Down
88137;6;23;trial start;23
88845;6;23;percept;Up
88853;6;23;sound;1500
89879;6;23;blink;1126
91570;6;23;percept;Up
92137;6;24;trial start;24
92745;6;24;percept;Down
93354;6;24;sound;1000
94024;6;24;blink;875
95845;6;24;percept;Down
96036;6;25;trial start;25
18;7;1;trial start;1
1;7;1;blink;72
994;7;1;percept;Down
4028;7;2;trial start;2
4502;7;2;percept;Up
5245;7;2;sound;1000
5711;7;2;blink;1050
7752;7;2;percept;Down
8036;7;3;trial start;3
8661;7;3;percept;Up
8745;7;3;sound;1500
9401;7;3;blink;1400
