Observer;SessionID;Block;Trial;Blink;Event;Value;Time;RelativeLocation;Direction;Condition
SKL94w;2017-01-18-11-52-36;7;15;1,5;Trajectory limit;1;56,0700001717;-0,99749994278;1;blink
SKL94w;2017-01-18-11-52-36;7;15;1,5;Reverse rotation;;56,0770001411;-0,99749994278;1;blink
SKL94w;2017-01-18-11-52-36;7;15;1,5;Sound;1.5;56,7690000534;-0,647499918938;1;blink
SKL94w;2017-01-18-11-52-36;7;15;1,5;Percept;1;57,0690000057;-0,501499891281;1;blink
SKL94w;2017-01-18-11-52-36;7;15;1,5;Percept;-1;59,5940001011;0,761000037193;1;blink
SKL94w;2017-01-18-11-52-36;7;16;0;Trajectory limit;-1;60,0690000057;1,00250005722;-1;blink
SKL94w;2017-01-18-11-52-36;7;16;0;Reverse rotation;;60,0770001411;1,00250005722;-1;blink
SKL94w;2017-01-18-11-52-36;7;16;0;Percept;1;60,618999958;0,731500029564;-1;blink
SKL94w;2017-01-18-11-52-36;7;17;1,5;Trajectory limit;1;64,0789999962;-0,997500061989;1;blink
SKL94w;2017-01-18-11-52-36;7;17;1,5;Reverse rotation;;64,0859999657;-0,997500061989;1;blink
SKL94w;2017-01-18-11-52-36;7;17;1,5;Sound;1.5;64,7790000439;-0,647500038147;1;blink
SKL94w;2017-01-18-11-52-36;7;17;1,5;Percept;-1;64,9120001793;-0,585000038147;1;blink
SKL94w;2017-01-18-11-52-36;7;17;1,5;Percept;1;67,6870000362;0,801999926567;1;blink
SKL94w;2017-01-18-11-52-36;7;18;1,5;Trajectory limit;-1;68,0780000687;1,00199997425;-1;blink
SKL94w;2017-01-18-11-52-36;7;18;1,5;Reverse rotation;;68,0859999657;1,00199997425;-1;blink
SKL94w;2017-01-18-11-52-36;7;18;1,5;Sound;1.5;68,7860000134;0,648000001907;-1;blink
SKL94w;2017-01-18-11-52-36;7;18;1,5;Percept;-1;71,4360001087;-0,672999978065;-1;blink
SKL94w;2017-01-18-11-52-36;7;19;0;Trajectory limit;1;72,0870001316;-0,998000025749;1;blink
SKL94w;2017-01-18-11-52-36;7;19;0;Reverse rotation;;72,0940001011;-0,998000025749;1;blink
SKL94w;2017-01-18-11-52-36;7;19;0;Percept;1;73,1690001488;-0,460500001907;1;blink
SKL94w;2017-01-18-11-52-36;7;20;1,5;Trajectory limit;-1;76,0859999657;1,00199997425;-1;blink
SKL94w;2017-01-18-11-52-36;7;20;1,5;Reverse rotation;;76,0940001011;1,00199997425;-1;blink
SKL94w;2017-01-18-11-52-36;7;20;1,5;Sound;1.5;76,7940001488;0,647999882698;-1;blink
SKL94w;2017-01-18-11-52-36;7;20;1,5;Percept;-1;79,493999958;-0,698000073433;-1;blink
SKL94w;2017-01-18-11-52-36;7;21;1;Trajectory limit;1;80,0940001011;-0,99799990654;1;blink
SKL94w;2017-01-18-11-52-36;7;21;1;Reverse rotation;;80,1019999981;-0,99799990654;1;blink
SKL94w;2017-01-18-11-52-36;7;21;1;Percept;1;80,6620001793;-0,718499898911;1;blink
SKL94w;2017-01-18-11-52-36;7;21;1;Sound;1.0;81,2950000763;-0,397499918938;1;blink
SKL94w;2017-01-18-11-52-36;7;21;1;Percept;-1;83,728000164;0,81500005722;1;blink
SKL94w;2017-01-18-11-52-36;7;22;0;Trajectory limit;-1;84,0950000286;1,00250005722;-1;blink
SKL94w;2017-01-18-11-52-36;7;22;0;Reverse rotation;;84,103000164;1,00250005722;-1;blink
SKL94w;2017-01-18-11-52-36;7;22;0;Percept;1;84,7120001316;0,698000073433;-1;blink
SKL94w;2017-01-18-11-52-36;7;23;1;Trajectory limit;1;88,1040000916;-0,99849998951;1;blink
SKL94w;2017-01-18-11-52-36;7;23;1;Reverse rotation;;88,111000061;-0,99849998951;1;blink
SKL94w;2017-01-18-11-52-36;7;23;1;Percept;-1;88,6449999809;-0,731500029564;1;blink
SKL94w;2017-01-18-11-52-36;7;23;1;Sound;1.0;89,3040001392;-0,398000001907;1;blink
SKL94w;2017-01-18-11-52-36;7;23;1;Percept;-1;91,628000021;0,759999990463;1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Trajectory limit;-1;92,103000164;1,00150001049;-1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Reverse rotation;;92,111000061;1,00150001049;-1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Percept;1;92,603000164;0,755500078201;-1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Sound;1.0;93,3120000362;0,397000074387;-1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Percept;-1;95,5280001163;-0,706999897957;-1;blink
SKL94w;2017-01-18-11-52-36;7;24;1;Block end;;96,003000021;-0,944499969482;-1;blink
SKL94w;2017-01-18-11-52-36;8;1;0;Block start;;1484738276,97;-1;1;blink
SKL94w;2017-01-18-11-52-36;8;1;0;Percept;-1;0,867000102997;-0,574499964714;1;blink
SKL94w;2017-01-18-11-52-36;8;2;1;Trajectory limit;-1;4,00900006294;1,00049996376;-1;blink
SKL94w;2017-01-18-11-52-36;8;2;1;Reverse rotation;;4,01700019836;1,00049996376;-1;blink
SKL94w;2017-01-18-11-52-36;8;2;1;Percept;1;4,46700000763;0,775499939919;-1;blink
SKL94w;2017-01-18-11-52-36;8;2;1;Sound;1.0;5,21700000763;0,396499991417;-1;blink
SKL94w;2017-01-18-11-52-36;8;2;1;Percept;-1;7,492000103;-0,737000107765;-1;blink
SKL94w;2017-01-18-11-52-36;8;3;1;Trajectory limit;1;8,01700019836;-0,996499896049;1;blink
SKL94w;2017-01-18-11-52-36;8;3;1;Reverse rotation;;8,02500009537;-0,996499896049;1;blink
SKL94w;2017-01-18-11-52-36;8;3;1;Percept;1;8,75;-0,633999943733;1;blink
SKL94w;2017-01-18-11-52-36;8;3;1;Sound;1.0;9,21700000763;-0,396499991417;1;blink
SKL94w;2017-01-18-11-52-36;8;3;1;Percept;1;11,625;0,803500056267;1;blink
SKL94w;2017-01-18-11-52-36;8;4;0;Trajectory limit;-1;12,0180001259;1,00400006771;-1;blink
SKL94w;2017-01-18-11-52-36;8;4;0;Reverse rotation;;12,0250000954;1,00400006771;-1;blink
SKL94w;2017-01-18-11-52-36;8;4;0;Percept;-1;12,7010002136;0,666500091553;-1;blink
SKL94w;2017-01-18-11-52-36;8;5;1;Trajectory limit;1;16,0340001583;-0,996000051498;1;blink
SKL94w;2017-01-18-11-52-36;8;5;1;Reverse rotation;;16,0420000553;-0,996000051498;1;blink
SKL94w;2017-01-18-11-52-36;8;5;1;Percept;1;16,9010000229;-0,566500067711;1;blink
SKL94w;2017-01-18-11-52-36;8;5;1;Sound;1.0;17,234000206;-0,396000027657;1;blink
SKL94w;2017-01-18-11-52-36;8;5;1;Percept;1;19,5420000553;0,753999948502;1;blink
SKL94w;2017-01-18-11-52-36;8;6;1,5;Trajectory limit;-1;20,0350000858;1,00449991226;-1;blink
SKL94w;2017-01-18-11-52-36;8;6;1,5;Reverse rotation;;20,0430002213;1,00449991226;-1;blink
SKL94w;2017-01-18-11-52-36;8;6;1,5;Percept;-1;20,617000103;0,71749985218;-1;blink
SKL94w;2017-01-18-11-52-36;8;6;1,5;Sound;1.5;20,7510001659;0,646499872208;-1;blink
SKL94w;2017-01-18-11-52-36;8;6;1,5;Percept;1;23,617000103;-0,78250014782;-1;blink
SKL94w;2017-01-18-11-52-36;8;7;0;Trajectory limit;1;24,0510001183;-0,996499896049;1;blink
SKL94w;2017-01-18-11-52-36;8;7;0;Reverse rotation;;24,0580000877;-0,996499896049;1;blink
SKL94w;2017-01-18-11-52-36;8;7;0;Percept;-1;24,5090000629;-0,771999955177;1;blink
SKL94w;2017-01-18-11-52-36;8;8;1,5;Trajectory limit;-1;28,0510001183;1,00350010395;-1;blink
SKL94w;2017-01-18-11-52-36;8;8;1,5;Reverse rotation;;28,0590000153;1,00350010395;-1;blink
SKL94w;2017-01-18-11-52-36;8;8;1,5;Percept;1;28,5090000629;0,778500080109;-1;blink
SKL94w;2017-01-18-11-52-36;8;8;1,5;Sound;1.5;28,7590000629;0,649500131607;-1;blink
SKL94w;2017-01-18-11-52-36;8;8;1,5;Percept;1;31,4850001335;-0,708999872208;-1;blink
SKL94w;2017-01-18-11-52-36;8;9;1;Trajectory limit;1;32,0610001087;-0,999000072479;1;blink
SKL94w;2017-01-18-11-52-36;8;9;1;Reverse rotation;;32,0690000057;-0,999000072479;1;blink
SKL94w;2017-01-18-11-52-36;8;9;1;Percept;-1;32,7090001106;-0,678500056267;1;blink
SKL94w;2017-01-18-11-52-36;8;9;1;Sound;1.0;33,2600002289;-0,399000048637;1;blink
SKL94w;2017-01-18-11-52-36;8;9;1;Percept;1;35,5850000381;0,759499907494;1;blink
SKL94w;2017-01-18-11-52-36;8;10;0;Trajectory limit;-1;36,0600001812;1,00099992752;-1;blink
SKL94w;2017-01-18-11-52-36;8;10;0;Reverse rotation;;36,0680000782;1,00099992752;-1;blink
SKL94w;2017-01-18-11-52-36;8;10;0;Percept;-1;36,3850002289;0,84249997139;-1;blink
SKL94w;2017-01-18-11-52-36;8;11;1,5;Trajectory limit;1;40,0680000782;-0,996999979019;1;blink
SKL94w;2017-01-18-11-52-36;8;11;1,5;Reverse rotation;;40,0760002136;-0,996999979019;1;blink
SKL94w;2017-01-18-11-52-36;8;11;1,5;Sound;1.5;40,7680001259;-0,646999955177;1;blink
SKL94w;2017-01-18-11-52-36;8;11;1,5;Percept;1;43,6510000229;0,790500044823;1;blink
SKL94w;2017-01-18-11-52-36;8;12;1,5;Trajectory limit;-1;44,0680000782;1,00300002098;-1;blink
SKL94w;2017-01-18-11-52-36;8;12;1,5;Reverse rotation;;44,0750000477;1,00300002098;-1;blink
SKL94w;2017-01-18-11-52-36;8;12;1,5;Percept;-1;44,4760000706;0,802999973297;-1;blink
SKL94w;2017-01-18-11-52-36;8;12;1,5;Sound;1.5;44,7760000229;0,649000048637;-1;blink
SKL94w;2017-01-18-11-52-36;8;12;1,5;Percept;1;47,4520001411;-0,68499994278;-1;blink
SKL94w;2017-01-18-11-52-36;8;13;0;Trajectory limit;1;48,0770001411;-0,99849998951;1;blink
SKL94w;2017-01-18-11-52-36;8;13;0;Reverse rotation;;48,0850000381;-0,99849998951;1;blink
SKL94w;2017-01-18-11-52-36;8;13;0;Percept;-1;48,6680002213;-0,707000017166;1;blink
SKL94w;2017-01-18-11-52-36;8;14;1;Trajectory limit;-1;52,0770001411;1,00150001049;-1;blink
SKL94w;2017-01-18-11-52-36;8;14;1;Reverse rotation;;52,0850000381;1,00150001049;-1;blink
SKL94w;2017-01-18-11-52-36;8;14;1;Percept;1;52,5180001259;0,784999966621;-1;blink
SKL94w;2017-01-18-11-52-36;8;14;1;Sound;1.0;53,2850000858;0,397500038147;-1;blink
SKL94w;2017-01-18-11-52-36;8;14;1;Percept;1;55,5270001888;-0,71899998188;-1;blink
SKL94w;2017-01-18-11-52-36;8;15;1,5;Trajectory limit;1;56,0850000381;-0,997500061989;1;blink
SKL94w;2017-01-18-11-52-36;8;15;1,5;Reverse rotation;;56,0930001736;-0,997500061989;1;blink
SKL94w;2017-01-18-11-52-36;8;15;1,5;Percept;-1;56,6760001183;-0,705999970436;1;blink
SKL94w;2017-01-18-11-52-36;8;15;1,5;Sound;1.5;56,7850000858;-0,647500038147;1;blink
SKL94w;2017-01-18-11-52-36;8;15;1,5;Percept;1;59,5180001259;0,715000033379;1;blink
SKL94w;2017-01-18-11-52-36;8;16;0;Trajectory limit;-1;60,0850000381;1,00249993801;-1;blink
SKL94w;2017-01-18-11-52-36;8;16;0;Reverse rotation;;60,0930001736;1,00249993801;-1;blink
SKL94w;2017-01-18-11-52-36;8;16;0;Percept;-1;60,6430001259;0,727499842644;-1;blink
SKL94w;2017-01-18-11-52-36;8;17;1,5;Trajectory limit;1;64,0930001736;-0,9984998703;1;blink
SKL94w;2017-01-18-11-52-36;8;17;1,5;Reverse rotation;;64,1010000706;-0,9984998703;1;blink
SKL94w;2017-01-18-11-52-36;8;17;1,5;Sound;1.5;64,7940001488;-0,647999882698;1;blink
SKL94w;2017-01-18-11-52-36;8;17;1,5;Percept;1;67,4690001011;0,685500144958;1;blink
SKL94w;2017-01-18-11-52-36;8;18;1,5;Trajectory limit;-1;68,0940001011;1,00200009346;-1;blink
SKL94w;2017-01-18-11-52-36;8;18;1,5;Reverse rotation;;68,1019999981;1,00200009346;-1;blink
SKL94w;2017-01-18-11-52-36;8;18;1,5;Percept;-1;68,6019999981;0,75200009346;-1;blink
SKL94w;2017-01-18-11-52-36;8;18;1,5;Sound;1.5;68,8020000458;0,648000121117;-1;blink
SKL94w;2017-01-18-11-52-36;8;18;1,5;Percept;1;71,5940001011;-0,743499875069;-1;blink
SKL94w;2017-01-18-11-52-36;8;19;0;Trajectory limit;1;72,1019999981;-0,998000144958;1;blink
SKL94w;2017-01-18-11-52-36;8;19;0;Reverse rotation;;72,1100001335;-0,998000144958;1;blink
SKL94w;2017-01-18-11-52-36;8;19;0;Percept;-1;72,6860001087;-0,710500121117;1;blink
SKL94w;2017-01-18-11-52-36;8;20;1,5;Trajectory limit;-1;76,1019999981;1,00199985504;-1;blink
SKL94w;2017-01-18-11-52-36;8;20;1,5;Reverse rotation;;76,1100001335;1,00199985504;-1;blink
SKL94w;2017-01-18-11-52-36;8;20;1,5;Sound;1.5;76,8100001812;0,647999763489;-1;blink
SKL94w;2017-01-18-11-52-36;8;20;1,5;Percept;1;77,1270000935;0,493499755859;-1;blink
SKL94w;2017-01-18-11-52-36;8;20;1,5;Percept;1;79,6850001812;-0,7855001688;-1;blink
SKL94w;2017-01-18-11-52-36;8;21;1;Trajectory limit;1;80,1100001335;-0,997999787331;1;blink
SKL94w;2017-01-18-11-52-36;8;21;1;Reverse rotation;;80,1180000305;-0,997999787331;1;blink
SKL94w;2017-01-18-11-52-36;8;21;1;Percept;-1;80,7350001335;-0,689499855042;1;blink
SKL94w;2017-01-18-11-52-36;8;21;1;Sound;1.0;81,3100001812;-0,397999763489;1;blink
SKL94w;2017-01-18-11-52-36;8;21;1;Percept;1;83,6190001965;0,75250017643;1;blink
SKL94w;2017-01-18-11-52-36;8;22;0;Trajectory limit;-1;84,111000061;1,00250017643;-1;blink
SKL94w;2017-01-18-11-52-36;8;22;0;Reverse rotation;;84,1190001965;1,00250017643;-1;blink
SKL94w;2017-01-18-11-52-36;8;22;0;Percept;-1;84,6860001087;0,719000101089;-1;blink
SKL94w;2017-01-18-11-52-36;8;23;1;Trajectory limit;1;88,1190001965;-0,998500108719;1;blink
SKL94w;2017-01-18-11-52-36;8;23;1;Reverse rotation;;88,1270000935;-0,998500108719;1;blink
SKL94w;2017-01-18-11-52-36;8;23;1;Sound;1.0;89,3190000057;-0,398500204086;1;blink
SKL94w;2017-01-18-11-52-36;8;23;1;Percept;1;91,5940001011;0,734999895096;1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Trajectory limit;-1;92,1190001965;1,00149989128;-1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Reverse rotation;;92,1270000935;1,00149989128;-1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Percept;-1;92,5940001011;0,767999887466;-1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Sound;1.0;93,3270001411;0,397499918938;-1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Percept;1;95,5600001812;-0,715500116348;-1;blink
SKL94w;2017-01-18-11-52-36;8;24;1;Block end;;96,0020000935;-0,936000108719;-1;blink
