Time;Block;Trial;Event;Value
21;1;1;trial start;1
1359;1;1;percept;Down
4035;1;2;trial start;2
4709;1;2;percept;Down
4751;1;2;sound;1500
6480;1;2;blink;37
8044;1;3;trial start;3
8751;1;3;percept;Up
8760;1;3;sound;1500
12044;1;4;trial start;4
12627;1;4;percept;Down
16049;1;5;trial start;5
16435;1;5;percept;Up
17261;1;5;sound;1000
17805;1;5;blink;29
18338;1;5;blink;51
19047;1;5;blink;4
19078;1;5;blink;0
20053;1;6;trial start;6
20244;1;6;percept;Down
20769;1;6;sound;1500
21045;1;6;blink;13
21578;1;6;blink;8
21610;1;6;blink;2
22008;1;6;blink;106
22446;1;6;blink;82
23521;1;6;blink;35
24061;1;7;trial start;7
24627;1;7;percept;Up
25382;1;7;blink;104
26715;1;7;blink;103
28062;1;8;trial start;8
28653;1;8;percept;Down
28778;1;8;sound;1500
32071;1;9;trial start;9
32670;1;9;percept;Up
32779;1;9;sound;1500
36071;1;10;trial start;10
36787;1;10;percept;Down
40080;1;11;trial start;11
40637;1;11;percept;Up
41288;1;11;sound;1000
44080;1;12;trial start;12
44671;1;12;percept;Down
45297;1;12;sound;1000
48089;1;13;trial start;13
48546;1;13;percept;Up
52089;1;14;trial start;14
52580;1;14;percept;Down
53306;1;14;sound;1000
56098;1;15;trial start;15
56605;1;15;percept;Up
56806;1;15;sound;1500
60098;1;16;trial start;16
60614;1;16;percept;Down
64107;1;17;trial start;17
64564;1;17;percept;Up
65306;1;17;sound;1000
68107;1;18;trial start;18
68539;1;18;percept;Down
68832;1;18;sound;1500
72125;1;19;trial start;19
72831;1;19;percept;Up
76124;1;20;trial start;20
76615;1;20;percept;Down
76841;1;20;sound;1500
80133;1;21;trial start;21
80640;1;21;percept;Up
81341;1;21;sound;1000
84133;1;22;trial start;22
84624;1;22;percept;Down
88143;1;23;trial start;23
88591;1;23;percept;Up
89350;1;23;sound;1000
92142;1;24;trial start;24
92675;1;24;percept;Down
93359;1;24;sound;1000
96041;1;25;trial start;25
20;2;1;trial start;1
1047;2;1;percept;Up
3797;2;1;percept;Down
4031;2;2;trial start;2
4747;2;2;sound;1500
8040;2;3;trial start;3
8748;2;3;sound;1500
8759;2;3;percept;Up
12040;2;4;trial start;4
12514;2;4;percept;Down
16049;2;5;trial start;5
16589;2;5;percept;Up
17257;2;5;sound;1000
20049;2;6;trial start;6
20490;2;6;percept;Down
20766;2;6;sound;1500
24058;2;7;trial start;7
24840;2;7;percept;Up
28058;2;8;trial start;8
28641;2;8;percept;Down
28775;2;8;sound;1500
32067;2;9;trial start;9
32524;2;9;percept;Up
32775;2;9;sound;1500
36072;2;10;trial start;10
36541;2;10;percept;Down
40084;2;11;trial start;11
40667;2;11;percept;Up
41293;2;11;sound;1000
44084;2;12;trial start;12
44650;2;12;percept;Down
45301;2;12;sound;1000
45275;2;12;blink;106
45663;2;12;blink;104
48093;2;13;trial start;13
48667;2;13;percept;Up
52093;2;14;trial start;14
52567;2;14;percept;Down
53310;2;14;sound;1000
56102;2;15;trial start;15
56543;2;15;percept;Up
56811;2;15;sound;1500
60103;2;16;trial start;16
60560;2;16;percept;Down
