Time;Block;Trial;Event;Value
21;1;1;trial start;1
1347;1;1;percept;Up
4031;1;2;trial start;2
4492;1;2;percept;Down
5248;1;2;sound;1000
6765;1;2;percept;Up
5892;1;2;blink;976
8040;1;3;trial start;3
8749;1;3;sound;1500
9332;1;3;percept;Down
9660;1;3;blink;1501
12041;1;4;trial start;4
16049;1;5;trial start;5
16457;1;5;percept;Up
17260;1;5;sound;1000
17950;1;5;blink;976
19271;1;5;blink;71
19582;1;5;percept;Down
20049;1;6;trial start;6
21266;1;6;sound;1000
22159;1;6;blink;1027
23816;1;6;percept;Up
24059;1;7;trial start;7
28059;1;8;trial start;8
28784;1;8;sound;1500
28795;1;8;percept;Down
29543;1;8;blink;1200
31208;1;8;percept;Up
32077;1;9;trial start;9
32784;1;9;sound;1500
33701;1;9;percept;Down
33936;1;9;blink;1650
36058;1;9;percept;Up
36073;1;10;trial start;10
37100;1;10;percept;Down
40077;1;11;trial start;11
40568;1;11;percept;Up
40785;1;11;sound;1500
41555;1;11;blink;1576
44026;1;11;percept;Up
44077;1;12;trial start;12
44143;1;12;percept;Up
44794;1;12;sound;1500
45118;1;12;percept;Down
46852;1;12;blink;776
48085;1;13;trial start;13
48868;1;13;percept;Down
52086;1;14;trial start;14
52803;1;14;sound;1500
52827;1;14;percept;Up
53441;1;14;blink;1150
55427;1;14;percept;Up
56094;1;15;trial start;15
57303;1;15;sound;1000
58194;1;15;percept;Down
58123;1;15;blink;1275
60095;1;16;trial start;16
64105;1;17;trial start;17
64437;1;17;percept;Up
65312;1;17;sound;1000
65992;1;17;blink;1000
67738;1;17;percept;Down
68104;1;18;trial start;18
68976;1;18;blink;282
69321;1;18;sound;1000
69903;1;18;percept;Up
69802;1;18;blink;675
72112;1;19;trial start;19
74079;1;19;percept;Up
76115;1;20;trial start;20
76954;1;20;percept;Down
77330;1;20;sound;1000
77979;1;20;blink;900
79429;1;20;percept;Up
80122;1;21;trial start;21
80830;1;21;sound;1500
81346;1;21;percept;Down
81702;1;21;blink;1300
83488;1;21;percept;Up
84122;1;22;trial start;22
85897;1;22;percept;Down
88131;1;23;trial start;23
88755;1;23;percept;Up
89340;1;23;sound;1000
89984;1;23;blink;951
91639;1;23;percept;Up
92131;1;24;trial start;24
92847;1;24;sound;1500
93755;1;24;percept;Down
93857;1;24;blink;1477
95897;1;24;percept;Up
96038;1;25;trial start;25
22;2;1;trial start;1
972;2;1;percept;Up
4031;2;2;trial start;2
4389;2;2;percept;Down
5248;2;2;sound;1000
5881;2;2;blink;927
7389;2;2;percept;Up
8040;2;3;trial start;3
8741;2;3;sound;1500
9399;2;3;percept;Down
9585;2;3;blink;1376
11548;2;3;percept;Up
12041;2;4;trial start;4
12998;2;4;percept;Down
16057;2;5;trial start;5
16465;2;5;percept;Up
16669;2;5;blink;126
17266;2;5;sound;1000
17901;2;5;blink;901
19324;2;5;percept;Down
20058;2;6;trial start;6
21274;2;6;sound;1000
21983;2;6;blink;1150
23500;2;6;percept;Up
24066;2;7;trial start;7
24649;2;7;percept;Down
28067;2;8;trial start;8
28374;2;8;percept;Up
28783;2;8;sound;1500
29382;2;8;blink;1475
31375;2;8;percept;Up
32075;2;9;trial start;9
32784;2;9;sound;1500
33767;2;9;percept;Down
33278;2;9;blink;1775
35617;2;9;percept;Up
36075;2;10;trial start;10
39601;2;10;blink;107
40084;2;11;trial start;11
40509;2;11;percept;Up
40793;2;11;sound;1500
41506;2;11;blink;1425
43560;2;11;percept;Up
44084;2;12;trial start;12
44801;2;12;sound;1500
45125;2;12;percept;Down
45853;2;12;blink;975
47476;2;12;percept;Up
48093;2;13;trial start;13
52094;2;14;trial start;14
52760;2;14;percept;Down
52811;2;14;sound;1500
53418;2;14;blink;1351
55602;2;14;percept;Down
56102;2;15;trial start;15
56935;2;15;percept;Up
57311;2;15;sound;1000
57795;2;15;blink;1100
59485;2;15;percept;Up
60102;2;16;trial start;16
64111;2;17;trial start;17
64603;2;17;percept;Up
64647;2;17;blink;95
65320;2;17;sound;1000
66101;2;17;blink;1000
67553;2;17;percept;Up
68112;2;18;trial start;18
69236;2;18;percept;Down
69329;2;18;sound;1000
69833;2;18;blink;1025
71387;2;18;percept;Up
72120;2;19;trial start;19
73279;2;19;percept;Down
76121;2;20;trial start;20
76871;2;20;percept;Up
77338;2;20;sound;1000
77450;2;20;blink;113
77860;2;20;blink;900
79954;2;20;percept;Up
80129;2;21;trial start;21
80838;2;21;sound;1500
81433;2;21;blink;174
81862;2;21;percept;Down
82273;2;21;blink;776
83813;2;21;percept;Up
84130;2;22;trial start;22
88139;2;23;trial start;23
88488;2;23;percept;Up
89347;2;23;sound;1000
90004;2;23;blink;950
91472;2;23;percept;Up
92139;2;24;trial start;24
92855;2;24;sound;1500
93130;2;24;percept;Down
93859;2;24;blink;925
95664;2;24;percept;Up
96038;2;25;trial start;25
22;3;1;trial start;1
823;3;1;percept;Down
4032;3;2;trial start;2
4531;3;2;percept;Up
5248;3;2;sound;1000
5905;3;2;blink;850
7365;3;2;percept;Up
8040;3;3;trial start;3
8751;3;3;sound;1500
9398;3;3;percept;Down
9679;3;3;blink;1151
11265;3;3;percept;Up
12041;3;4;trial start;4
16049;3;5;trial start;5
16374;3;5;percept;Down
17258;3;5;sound;1000
17934;3;5;blink;901
19533;3;5;percept;Up
20050;3;6;trial start;6
21267;3;6;sound;1000
21458;3;6;percept;Up
22350;3;6;blink;776
24058;3;7;trial start;7
24675;3;7;percept;Down
28051;3;8;trial start;8
28768;3;8;sound;1500
29035;3;8;percept;Up
29344;3;8;blink;1275
31409;3;8;percept;Down
32059;3;9;trial start;9
32768;3;9;sound;1500
33276;3;9;percept;Up
33392;3;9;blink;1576
35626;3;9;percept;Down
36060;3;10;trial start;10
37676;3;10;percept;Up
38659;3;10;blink;137
40068;3;11;trial start;11
40643;3;11;percept;Down
40777;3;11;sound;1500
41519;3;11;blink;1450
43552;3;11;percept;Up
44069;3;12;trial start;12
44787;3;12;sound;1500
45503;3;12;blink;1400
47394;3;12;percept;Up
48078;3;13;trial start;13
48902;3;13;percept;Down
52078;3;14;trial start;14
52752;3;14;percept;Up
52795;3;14;sound;1500
53477;3;14;blink;1525
55569;3;14;percept;Down
56086;3;15;trial start;15
57295;3;15;sound;1000
58120;3;15;percept;Up
58080;3;15;blink;750
60086;3;16;trial start;16
61533;3;16;blink;900
64095;3;17;trial start;17
64570;3;17;percept;Down
65304;3;17;sound;1000
66084;3;17;blink;900
67279;3;17;percept;Down
68096;3;18;trial start;18
69247;3;18;percept;Up
69313;3;18;sound;1000
70090;3;18;blink;161
71115;3;18;blink;288
72104;3;19;trial start;19
72862;3;19;percept;Down
76105;3;20;trial start;20
76721;3;20;percept;Up
77322;3;20;sound;1000
77881;3;20;blink;1025
79479;3;20;percept;Up
80113;3;21;trial start;21
80823;3;21;sound;1500
81363;3;21;percept;Down
81612;3;21;blink;1303
83488;3;21;percept;Up
