Time;Block;Trial;Event;Value
7349;7;2;percept;Down
8041;7;3;trial start;3
8750;7;3;sound;1500
8766;7;3;percept;Up
9356;7;3;blink;1452
11141;7;3;percept;Down
12042;7;4;trial start;4
16059;7;5;trial start;5
16592;7;5;percept;Up
16759;7;5;sound;1500
17398;7;5;blink;1326
19108;7;5;percept;Down
20059;7;6;trial start;6
21276;7;6;sound;1000
21927;7;6;blink;1055
23317;7;6;percept;Down
24068;7;7;trial start;7
24725;7;7;percept;Up
28068;7;8;trial start;8
28417;7;8;percept;Down
29285;7;8;sound;1000
30151;7;8;blink;928
31560;7;8;percept;Down
32076;7;9;trial start;9
32667;7;9;percept;Up
33285;7;9;sound;1000
33837;7;9;blink;1126
35226;7;9;percept;Down
36077;7;10;trial start;10
37310;7;10;percept;Down
40085;7;11;trial start;11
40518;7;11;percept;Up
41294;7;11;sound;1000
41834;7;11;blink;1028
43152;7;11;percept;Down
44086;7;12;trial start;12
44802;7;12;sound;1500
45429;7;12;blink;1426
47219;7;12;percept;Down
48094;7;13;trial start;13
48511;7;13;percept;Up
52095;7;14;trial start;14
53044;7;14;percept;Down
53312;7;14;sound;1000
53893;7;14;blink;987
55169;7;14;percept;Down
56104;7;15;trial start;15
56528;7;15;percept;Up
57312;7;15;sound;1000
57986;7;15;blink;1054
59387;7;15;percept;Down
60104;7;16;trial start;16
64112;7;17;trial start;17
64495;7;17;percept;Up
65321;7;17;sound;1000
65943;7;17;blink;1104
67380;7;17;percept;Down
68113;7;18;trial start;18
68829;7;18;sound;1500
69498;7;18;blink;1505
71438;7;18;percept;Up
72121;7;19;trial start;19
76122;7;20;trial start;20
76597;7;20;percept;Down
76839;7;20;sound;1500
77541;7;20;blink;1512
79439;7;20;percept;Up
80122;7;21;trial start;21
80831;7;21;sound;1500
81445;7;21;blink;1179
83056;7;21;percept;Down
84123;7;22;trial start;22
84725;7;22;blink;110
88131;7;23;trial start;23
88581;7;23;percept;Up
88840;7;23;sound;1500
89417;7;23;blink;1580
91565;7;23;percept;Down
92132;7;24;trial start;24
93348;7;24;sound;1000
94106;7;24;blink;1057
96039;7;25;trial start;25
21;8;1;trial start;1
645;8;1;percept;Down
4037;8;2;trial start;2
4745;8;2;percept;Up
4757;8;2;sound;1500
5317;8;2;blink;1527
7203;8;2;percept;Down
8055;8;3;trial start;3
8762;8;3;sound;1500
9062;8;3;percept;Up
9529;8;3;blink;1276
11270;8;3;percept;Down
12054;8;4;trial start;4
12720;8;4;percept;Up
16063;8;5;trial start;5
16412;8;5;percept;Down
16771;8;5;sound;1500
17386;8;5;blink;955
19112;8;5;percept;Down
20063;8;6;trial start;6
20879;8;6;percept;Up
21280;8;6;sound;1000
22198;8;6;blink;803
23229;8;6;percept;Down
24072;8;7;trial start;7
24780;8;7;percept;Up
28072;8;8;trial start;8
28447;8;8;percept;Down
29298;8;8;sound;1000
29913;8;8;blink;1226
31447;8;8;percept;Down
32090;8;9;trial start;9
32680;8;9;percept;Up
33298;8;9;sound;1000
33998;8;9;blink;1026
35197;8;9;percept;Down
36090;8;10;trial start;10
36714;8;10;percept;Up
38572;8;10;percept;Down
40098;8;11;trial start;11
41073;8;11;percept;Up
40609;8;11;blink;498
41307;8;11;sound;1000
42423;8;11;percept;Down
42414;8;11;blink;1326
44102;8;12;trial start;12
44824;8;12;sound;1500
44898;8;12;percept;Up
45926;8;12;blink;1027
47273;8;12;percept;Down
48116;8;13;trial start;13
48832;8;13;percept;Up
52116;8;14;trial start;14
52457;8;14;percept;Down
53066;8;14;percept;Up
53333;8;14;sound;1000
54633;8;14;blink;408
55474;8;14;percept;Down
56133;8;15;trial start;15
56766;8;15;percept;Down
57333;8;15;sound;1000
58036;8;15;blink;1026
59341;8;15;percept;Down
60125;8;16;trial start;16
60725;8;16;percept;Up
62625;8;16;percept;Down
64134;8;17;trial start;17
64984;8;17;percept;Down
65342;8;17;sound;1000
66275;8;17;blink;635
67292;8;17;percept;Down
68134;8;18;trial start;18
68675;8;18;percept;Up
68851;8;18;sound;1500
69506;8;18;blink;1434
71284;8;18;percept;Down
72143;8;19;trial start;19
72834;8;19;percept;Up
76143;8;20;trial start;20
76860;8;20;sound;1500
77284;8;20;percept;Up
77652;8;20;blink;1330
79360;8;20;percept;Down
80152;8;21;trial start;21
80861;8;21;sound;1500
81143;8;21;percept;Up
81789;8;21;blink;1257
83352;8;21;percept;Down
84152;8;22;trial start;22
84794;8;22;percept;Up
88161;8;23;trial start;23
88469;8;23;percept;Down
88870;8;23;sound;1500
89680;8;23;blink;1380
91444;8;23;percept;Down
92161;8;24;trial start;24
92686;8;24;percept;Up
93378;8;24;sound;1000
93936;8;24;blink;1003
95177;8;24;percept;Down
96035;8;25;trial start;25
