Time;Block;Trial;Event;Value
5828;6;2;blink;958
8040;6;3;trial start;3
8323;6;3;percept;Up
8749;6;3;sound;1500
9264;6;3;blink;1531
12041;6;4;trial start;4
12690;6;4;percept;Up
16049;6;5;trial start;5
16424;6;5;percept;Up
16758;6;5;sound;1500
17302;6;5;blink;1507
20050;6;6;trial start;6
20516;6;6;percept;Up
21266;6;6;sound;1000
21738;6;6;blink;1105
24058;6;7;trial start;7
24249;6;7;percept;Up
28059;6;8;trial start;8
28692;6;8;percept;Down
29276;6;8;sound;1000
29810;6;8;blink;981
32067;6;9;trial start;9
32375;6;9;percept;Up
33276;6;9;sound;1000
33851;6;9;blink;956
36068;6;10;trial start;10
36478;6;10;percept;Up
40076;6;11;trial start;11
40426;6;11;percept;Down
40785;6;11;sound;1500
40909;6;11;percept;Up
41275;6;11;blink;1575
44077;6;12;trial start;12
44760;6;12;percept;Up
45294;6;12;sound;1000
45922;6;12;blink;1106
48085;6;13;trial start;13
48460;6;13;percept;Up
52086;6;14;trial start;14
52577;6;14;percept;Down
52803;6;14;sound;1500
53405;6;14;blink;1485
56095;6;15;trial start;15
56419;6;15;percept;Up
57303;6;15;sound;1000
57813;6;15;blink;1005
60095;6;16;trial start;16
60420;6;16;percept;Up
64104;6;17;trial start;17
64445;6;17;percept;Up
64812;6;17;sound;1500
65470;6;17;blink;1484
68104;6;18;trial start;18
68404;6;18;percept;Up
69321;6;18;sound;1000
69982;6;18;blink;980
72113;6;19;trial start;19
72412;6;19;percept;Up
76113;6;20;trial start;20
76521;6;20;percept;Down
77330;6;20;sound;1000
77873;6;20;blink;982
80122;6;21;trial start;21
80521;6;21;percept;Up
80830;6;21;sound;1500
81407;6;21;blink;1483
84122;6;22;trial start;22
84338;6;22;percept;Up
88131;6;23;trial start;23
88448;6;23;percept;Up
88831;6;23;sound;1500
89375;6;23;blink;1458
92131;6;24;trial start;24
92170;6;24;percept;Up
92856;6;24;sound;1500
93597;6;24;blink;1332
96038;6;25;trial start;25
21;7;1;trial start;1
4031;7;2;trial start;2
4497;7;2;percept;Down
